Magnitud,id_event,Location,detect_seismO,detect_das,clipped,channels
2.36,uw61898746,122.8289414,,FALSE,,
2.27,   uw61897961,24.36238465,,TRUE,,
2.07,   uw61897196,156.3214902,,norecord,,
2.01,  uw61897176,278.2508935,,FALSE,,
2.05,  uw61896521,243.9456121,,FALSE,,
2.16, uw61896076,161.0726382,,norecord,,
2.12, uw61886652,97.90895483,,TRUE,,
2.28,  uw61886022,393.9220643,,FALSE,,
2.17, uw61893556,184.0190109,,FALSE,,
2.03,  uw61893551,184.6442039,,FALSE,,
2.01,  uw61893221,175.3245505,,FALSE,,
2,  uw61881707,98.54392802,,FALSE,,
2.07, uw61881647,98.71553688,,FALSE,,
2.1,   uw61881632,140.8680623,,FALSE,,
2.2,   us6000iveq,456.873845,,FALSE,,
2.03,  uw61888976,207.4429932,,FALSE,,
2.09,  uw61888836,182.4183772,,FALSE,,
2.25,  uw61887936,46.87123876,,TRUE,,
2.27,   uw61877877,206.7513595,,FALSE,,
2.08, uw61886456,328.7552325,,FALSE,,
2.1,  us6000irh0,487.554362,,FALSE,,
2.11,   uw61876372,130.0209973,,FALSE,,
2.1,   uw61876232,140.4077106,,FALSE,,
2.16,  uw61875882,61.1939779,,FALSE,,
2.35, uw61875787,89.21744268,,FALSE,,
2.16,  uw61881081,131.9587399,,FALSE,,
2.01,  uw61881076,408.7221799,,FALSE,,
2.21,   uw61878866,161.9197604,,FALSE,,
2.33,   uw61869752,40.83314064,,FALSE,,
2.05, uw61868737,30.26415134,,FALSE,,
2.11,uw61867992,195.9835658,,FALSE,,
2.01,   uw61876651,346.239143,,FALSE,,
2.01,  uw61866742,228.727861,,FALSE,,
2.27,  uw61864987,206.0325988,,FALSE,,
2.24,  uw61864672,281.4245125,,FALSE,,
2.04,  uw61864632,115.8809735,,FALSE,,
2.07, uw61864572,122.0821242,,norecord,,
2.33,  uw61864522,124.5353918,,norecord,,
2, us6000i8vc,469.4449278,,FALSE,,
2.12,   uw61860752,400.4126374,,FALSE,,
2.32, uw61868286,100.1794578,,FALSE,,
2.16,  uw61855862,279.7137295,,FALSE,,
2.12, uw61855762,317.7446904,,FALSE,,
2.32,  uw61852972,133.0839633,,FALSE,,
2.01, uw61851512,131.9979002,,FALSE,,
2.04, uw61850577,226.7844869,,FALSE,,
2.19,uw61847802,175.9715959,,FALSE,,
2.37,  uw61846877,257.023889,,FALSE,,
2.05,  uw61845037,124.2830369,,FALSE,,
2.2,   us7000hizj,259.3204888,,FALSE,,
2.35,  uw61844987,60.81334984,,norecord,,
2.01,  uw61840202,71.45071534,,norecord,,
2.12,  uw61837622,168.4672206,,FALSE,,
2.18,  uw61834292,272.1835239,,FALSE,,
2.16,   uw61841171,79.55452809,,FALSE,,
2.06,   uw61832082,98.66797272,,FALSE,,
2.29,  uw61832042,99.06060001,,FALSE,,
2.3,   us7000h7ee,227.9875696,,FALSE,,
2.06,   uw61836306,88.92978713,,norecord,,
2.35,   uw61834816,38.18143782,,norecord,,
2,  uw61834471,28.32712578,,norecord,,
2.03,  mb80544114,496.5529269,,FALSE,,
2.39, uw61833266,217.9945861,,FALSE,,
2.25,  uw61823992,130.4716223,,FALSE,,
2.19,uw61827596,219.7411373,,FALSE,,
2,  uw61827076,169.406757,,FALSE,,
