Magnitud,id_event,Location,detect_seismO,detect_das,clipped,channels
2.5,    us7000j2i4,663.7475751,,FALSE,FALSE,FALSE,
2.53,    uw61901446,599.3226216,,FALSE,FALSE,,
2.5,   us7000j1bq,660.0203688,,FALSE,FALSE,
2.48,uw61900991,638.2443298,,FALSE,FALSE,
2.41,   uw61900911,142.0272091,,FALSE,FALSE,
2.5,   us7000j3c4,652.1905457,,FALSE,FALSE,
2.6,   us6000jbq0,647.4423874,,FALSE,FALSE,
2.6,    us6000jbhj,697.7053574,,FALSE,FALSE,
2.68,   uw61898306,33.92639463,,TRUE,FALSE,
2.41,   uw61898191,20.5917495,,TRUE,FALSE,
2.4,   us6000j8fk,264.7028678,,FALSE,FALSE,
2.5,    us6000j8bh,667.3716241,,FALSE,FALSE,
2.6,   nn00852947,668.8947963,,FALSE,FALSE,
2.4,    us6000j70g,219.7984386,,norecord,FALSE,
2.6,  us6000j6uk,664.2114803,,FALSE,FALSE,
2.6,    us6000j6hs,653.6937123,,FALSE,FALSE,
2.4,   uw61896266,229.6747271,,norecord,FALSE,
2.6,    us7000isak,532.5495475,,FALSE,FALSE,
2.6,   us7000ir87,601.2304112,,FALSE,FALSE,
2.6, us7000ipke,664.8075896,,FALSE,FALSE,
2.6,   us7000j3dw,664.6834247,,FALSE,FALSE,
2.4,  us7000in5h,239.9434646,,FALSE,FALSE,
2.5,  us7000ilg8,671.563466,,FALSE,FALSE,
2.6, us6000iu7d,690.5837562,,FALSE,FALSE,
2.59, nc73791271,671.242756,,FALSE,FALSE,
2.4,us6000is6l,214.5246569,,TRUE,FALSE,
2.6,  us6000ir4k,659.7234481,,FALSE,FALSE,
2.6,  us6000ir2b,692.5180047,,FALSE,FALSE,
2.4,  us6000iq2y,695.0883633,,FALSE,FALSE,
2.5,  us6000ipvn,677.4207015,,FALSE,FALSE,
2.5,us7000ikdx,664.0576302,,FALSE,FALSE,
2.5,   us7000ikdw,665.4950733,,FALSE,FALSE,
2.45,   uw61874392,272.6796121,,FALSE,FALSE,
2.4,   us7000iaeb,671.4297276,,FALSE,FALSE,
2.5,   us7000ia61,663.5323313,,FALSE,FALSE,
2.5,  us7000ia2w,699.4518025,,FALSE,FALSE,
2.4, us7000i92q,649.981986,,FALSE,FALSE,
2.5,us7000i7iy,660.8509018,,FALSE,FALSE,
2.4, us6000iij0,683.6932772,,FALSE,FALSE,
2.4,  us7000i559,678.8956103,,FALSE,FALSE,
2.5,  us7000i54m,681.5232951,,FALSE,FALSE,
2.4,us7000i52c,686.9717561,,FALSE,FALSE,
2.4, us6000ip7y,651.5349209,,FALSE,FALSE,
2.5, us7000i2w5,670.1888335,,FALSE,FALSE,
2.5,us6000icjn,686.8290047,,FALSE,FALSE,
2.5,  us6000ic8r,663.0736364,,FALSE,FALSE,
2.4, us6000ib5k,681.9546824,,FALSE,FALSE,
2.6,  us6000iaub,671.4121232,,FALSE,FALSE,
2.56,  uw61862587,74.86984172,,TRUE,FALSE,
2.6,  us6000i9jl,671.460497,,FALSE,FALSE,
2.6,  us6000i7tr,660.0308476,,FALSE,FALSE,
2.5,  us6000i627,664.5987397,,FALSE,FALSE,
2.41, mb80552134,688.9935456,,FALSE,FALSE,
2.57,  uw61855012,98.26140085,,TRUE,FALSE,
2.4,  us7000hrws,603.3558732,,FALSE,FALSE,
2.5, us6000i2r5,688.3653213,,FALSE,FALSE,
2.5,  us6000i2dt,615.4195685,,FALSE,FALSE,
2.6,  us6000i1lh,689.6238625,,FALSE,FALSE,
2.4,  us6000i12e,198.4333829,,norecord,FALSE,
2.4,  us6000hzm6,599.9225795,,FALSE,FALSE,
2.4,us6000hzjr,600.5422361,,FALSE,FALSE,
2.6,   us6000hzja,601.8852618,,FALSE,FALSE,
2.5,  us6000hzj4,601.4368808,,FALSE,FALSE,
2.46, uw61847792,37.39473368,,norecord,FALSE,
2.4,us7000hkmm,647.2482874,,FALSE,FALSE,
2.4,  uw61846087,22.61587088,,FALSE,FALSE,
2.64, uw61854526,51.02298239,,norecord,FALSE,
2.4, us7000hj4r,648.9590538,,FALSE,FALSE,
2.4, us7000hhft,695.510399,,FALSE,FALSE,
2.41,uw61850311,220.5003218,,norecord,FALSE,
2.42,mb80548259,658.3347255,,FALSE,FALSE,
2.65,  uw61840137,226.0685372,,norecord,FALSE,
2.5, us7000he0f,668.0499129,,FALSE,FALSE,
2.5, us7000hdvq,655.8072739,,FALSE,FALSE,
2.6,us6000hn6i,659.5974827,,FALSE,FALSE,
2.4, mb80545974,670.0190129,,FALSE,FALSE,
2.42, mb80545534,660.2322285,,FALSE,FALSE,
2.4, us7000h81t,665.7739682,,FALSE,FALSE,
2.44,  mb80545094,655.2099237,,FALSE,FALSE,
2.5, us7000h61x,648.4639848,,FALSE,FALSE,
2.62, nc73726266,686.2251275,,FALSE,FALSE,
2.51, uw61835256,107.9178926,,norecord,FALSE,
2.4, us6000hgfa,667.4417473,,norecord,FALSE,
2.6,  us6000hgez,601.4141144,,norecord,FALSE,
2.6,   us6000hg6u,665.1914589,,norecord,FALSE,
2.5,  us7000h09u,651.6323726,,FALSE,FALSE,
2.69,  uw61819402,152.0930269,,TRUE,FALSE,
2.4,  us6000h6x9,687.9084572,,FALSE,FALSE,
2.4,  us6000h5x8,662.7574444,,norecord,FALSE,
2.61,  uw61814392,346.2281806,,norecord,FALSE,
