Magnitud,id_event,Location,detect_seismO,detect_das,clipped,channels
4.60,us7000j16q,2731.795098436813,,FALSE,,
4.50,us6000jbgr,2929.5384895648644,,FALSE,,
4.90,us6000jatf,2770.0003632331436,,FALSE,,
5.20,tx2022yplg,2418.909403637782,,INCONCLUSIVE,,
4.70,ak022fwcrh7q,2256.077126274793,,FALSE,,
5.30,us6000j5n4,1024.5002651839634,,TRUE,,
4.80,us6000j5mm,1023.8283930937897,,TRUE,TRUE,
4.70,tx2022xaxs,2361.5928606653647,,FALSE,,
4.50,tx2022xaxp,2361.7780179939145,,FALSE,,
4.50,us7000irm7,1916.9029563002373,,FALSE,,
4.60,ak022ew2o34l,2469.519318380123,,FALSE,,
4.90,ak022esj2eua,2330.8416123106877,,FALSE,,
5.40,tx2022wmmd,2360.922511214417,,INCONCLUSIVE,,
4.50,us7000iq5k,1062.0946779477376,,TRUE,TRUE,
4.90,us7000ikg1,2730.5179597639244,,FALSE,,
5.06,nc73799091,1149.9532603985165,,FALSE,,
4.60,ak022d3h4vns,2361.9485728279483,,FALSE,,
4.60,us6000isdt,2696.8113391607217,,FALSE,,
4.60,ak022cyflofc,2499.2332951072785,,FALSE,,
4.80,ak022ctr3qn3,2238.783248432741,,FALSE,,
4.80,ak022cs4ljsx,2432.8121012995975,,FALSE,,
4.60,ak022crtctc4,2403.760740375668,,FALSE,,
5.00,ak022ci7x3po,1856.220916576755,,FALSE,,
5.40,us6000inv3,2485.44645826814,,FALSE,,
4.80,ak022c9tj4z7,2131.3520115051633,,FALSE,,
5.10,ak022c33bs2x,2500.5981748358113,,FALSE,,
4.50,ak022c1bhn1i,2493.4949966033887,,FALSE,,
4.50,ak022bl566ot,2273.8198693409813,,norecord,,
4.50,ak022b4iwtja,2431.8739816552634,,FALSE,,
4.50,ak022b4ivns4,2429.7841789322956,,FALSE,,
4.80,ak022air9dp1,2456.7772701496665,,norecord,,
4.50,tx2022pqec,2333.151283101365,,FALSE,,
5.20,us6000i8nr,2404.2456763964983,,FALSE,,
4.70,us6000i8kr,2810.2657548356283,,FALSE,,
4.90,tx2022oeha,2333.677631391205,,FALSE,,
4.58,ci40063391,1382.9568774556608,,FALSE,,
4.50,us6000i21g,2879.108131976332,,norecord,,
4.60,us6000i1t1,2528.4874325668325,,norecord,,
4.80,ak0228vb1a7q,2348.906900598341,,norecord,,
5.10,us7000hiar,2082.5198644589454,,norecord,,
5.10,us7000hial,2077.4497276474717,,norecord,,
5.20,us7000hiaj,2084.993460351982,,norecord,,
4.50,us7000hga4,2681.9999971415054,,norecord,,
4.70,us7000hetv,2726.3689929870634,,FALSE,,
4.90,ak02271dz3na,2525.343910759694,,FALSE,,
4.60,tx2022krce,2323.377283291434,,FALSE,,
4.50,ak0225xn3cm6,2555.3025159463973,,FALSE,,
5.40,ak0225f7eevn,2505.735922780635,,norecord,,
5.40,ak0225agijwj,2457.527302138143,,norecord,,
5.20,us6000hfh7,2820.358357537965,,FALSE,,
4.54,ci40236864,1805.1057179192735,,FALSE,,
4.50,us7000h1qn,2700.4727803118335,,FALSE,,
4.60,ak0224lr0ipu,2507.8486463371723,,FALSE,,
4.60,tx2022fvwu,2334.7094046828624,,FALSE,,
4.80,ak0223rx1x1y,2422.703883,,FALSE,,
