Magnitud,id_event,Location,detect_seismO,detect_das,clipped,channels
6.30,us6000j985,4174.163508614526,,TRUE,TRUE,
5.35,nc73827571,815.8239223,,TRUE,TRUE,
4.92,nc73821046,806.3864283,,TRUE,TRUE,
6.40,nc73821036,809.8546474,,TRUE,TRUE,
5.2,us7000irbr,606.808105,,TRUE,TRUE,
