Calibration
Lat,Long,Elev,Opt Dist,Scale Name,Scale Number,Description,State,Purpose,Scale Suffix
47.6540850,-122.3094110,0.0000000,1.00,,,,,,
47.6616860,-122.3121160,0.0000000,1500.00,,,,,,
47.6912580,-122.3176820,0.0000000,6400.00,,,,,,
47.7579810,-122.1914670,0.0000000,29043.00,,,,,,
